"MCQ203.Code.or.Value","MCQ203.Value.Description","MCQ203.Count","MCQ203.Cumulative","MCQ203.Skip.to.Item"
"1","Yes",171,171,""
"2","No",7692,7863,"MCQ220"
"7","Refused",0,7863,"MCQ220"
"9","Don't know",15,7878,"MCQ220"
".","Missing",1019,8897,""
