"AUXRR217.Code.or.Value","AUXRR217.Value.Description","AUXRR217.Count","AUXRR217.Cumulative","AUXRR217.Skip.to.Item"
"-41 to 88","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
