"DIQ180.Code.or.Value","DIQ180.Value.Description","DIQ180.Count","DIQ180.Cumulative","DIQ180.Skip.to.Item"
"1","Yes",2214,2214,NA
"2","No",4261,6475,NA
"7","Refused",0,6475,NA
"9","Don't know",276,6751,NA
".","Missing",3071,9822,NA
