"AUQ191.Code.or.Value","AUQ191.Value.Description","AUQ191.Count","AUQ191.Cumulative","AUQ191.Skip.to.Item"
"1","Yes",282,282,""
"2","No",1352,1634,"AUQ300"
"7","Refused",0,1634,"AUQ300"
"9","Don't know",2,1636,"AUQ300"
".","Missing",7261,8897,""
