"AUXRR167.Code.or.Value","AUXRR167.Value.Description","AUXRR167.Count","AUXRR167.Cumulative","AUXRR167.Skip.to.Item"
"-15 to 110","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
