"AUXRR261.Code.or.Value","AUXRR261.Value.Description","AUXRR261.Count","AUXRR261.Cumulative","AUXRR261.Skip.to.Item"
"-40 to 58","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
