"AUXLR147.Code.or.Value","AUXLR147.Value.Description","AUXLR147.Count","AUXLR147.Cumulative","AUXLR147.Skip.to.Item"
"-18 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
