"SMQ670.Code.or.Value","SMQ670.Value.Description","SMQ670.Count","SMQ670.Cumulative","SMQ670.Skip.to.Item"
"1","Yes",285,285,NA
"2","No",231,516,NA
"7","Refused",1,517,NA
"9","Don't know",1,518,NA
".","Missing",6668,7186,NA
