"RHQ200.Code.or.Value","RHQ200.Value.Description","RHQ200.Count","RHQ200.Cumulative","RHQ200.Skip.to.Item"
"1","Yes",32,32,NA
"2","No",115,147,NA
"7","Refused",0,147,NA
"9","Don't know",0,147,NA
".","Missing",3598,3745,NA
