"TYXP070.Code.or.Value","TYXP070.Value.Description","TYXP070.Count","TYXP070.Cumulative","TYXP070.Skip.to.Item"
"-149 to 127","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
