"AUXLR214.Code.or.Value","AUXLR214.Value.Description","AUXLR214.Count","AUXLR214.Cumulative","AUXLR214.Skip.to.Item"
"-199 to 77","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
