"AUDTYR63.Code.or.Value","AUDTYR63.Value.Description","AUDTYR63.Count","AUDTYR63.Cumulative","AUDTYR63.Skip.to.Item"
"0 to 1.38","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
