"AUDTYL53.Code.or.Value","AUDTYL53.Value.Description","AUDTYL53.Count","AUDTYL53.Cumulative","AUDTYL53.Skip.to.Item"
"0 to 2.81","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
