"AUXRR213.Code.or.Value","AUXRR213.Value.Description","AUXRR213.Count","AUXRR213.Cumulative","AUXRR213.Skip.to.Item"
"-109 to 64","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
