"AUXRR265.Code.or.Value","AUXRR265.Value.Description","AUXRR265.Count","AUXRR265.Cumulative","AUXRR265.Skip.to.Item"
"-33 to 102","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
