"AUDTYR51.Code.or.Value","AUDTYR51.Value.Description","AUDTYR51.Count","AUDTYR51.Cumulative","AUDTYR51.Skip.to.Item"
"0 to 5.19","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
