"AUXRR250.Code.or.Value","AUXRR250.Value.Description","AUXRR250.Count","AUXRR250.Cumulative","AUXRR250.Skip.to.Item"
"-33 to 52","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
