"KIQ301.Code.or.Value","KIQ301.Value.Description","KIQ301.Count","KIQ301.Cumulative","KIQ301.Skip.to.Item"
"1","Yes",48,48,NA
"2","No",54,102,NA
"7","Refused",1,103,NA
"9","Don't know",0,103,NA
".","Missing",1789,1892,NA
