"DUQ290.Code.or.Value","DUQ290.Value.Description","DUQ290.Count","DUQ290.Cumulative","DUQ290.Skip.to.Item"
"1","Yes",79,79,""
"2","No",521,600,"DUQ330"
"7","Refused",1,601,"DUQ330"
"9","Don't know",2,603,"DUQ330"
".","Missing",2682,3285,""
