"SXQ853.Code.or.Value","SXQ853.Value.Description","SXQ853.Count","SXQ853.Cumulative","SXQ853.Skip.to.Item"
"1","Yes",93,93,NA
"2","No",22,115,NA
"7","Refused",0,115,NA
"9","Don't know",0,115,NA
".","Missing",4942,5057,NA
