"AUXRR135.Code.or.Value","AUXRR135.Value.Description","AUXRR135.Count","AUXRR135.Cumulative","AUXRR135.Skip.to.Item"
"-41 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
