"AUXRR178.Code.or.Value","AUXRR178.Value.Description","AUXRR178.Count","AUXRR178.Cumulative","AUXRR178.Skip.to.Item"
"-10 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
