"AUXRR137.Code.or.Value","AUXRR137.Value.Description","AUXRR137.Count","AUXRR137.Cumulative","AUXRR137.Skip.to.Item"
"-64 to 73","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
