"RHQ430.Code.or.Value","RHQ430.Value.Description","RHQ430.Count","RHQ430.Cumulative","RHQ430.Skip.to.Item"
"9 to 59","Range of Values",1630,1630,NA
"77","Refused",0,1630,NA
"99","Don't know",35,1665,NA
".","Missing",1932,3597,NA
