"AUXLR149.Code.or.Value","AUXLR149.Value.Description","AUXLR149.Count","AUXLR149.Cumulative","AUXLR149.Skip.to.Item"
"-14 to 48","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
