"CIQD020.Code.or.Value","CIQD020.Value.Description","CIQD020.Count","CIQD020.Cumulative","CIQD020.Skip.to.Item"
"1","Yes",51,51,"CIQD021"
"2","No",61,112,""
"7","Refuse",0,112,""
"9","Don't know",2,114,""
".","Missing",736,850,""
