"SXQ270.Code.or.Value","SXQ270.Value.Description","SXQ270.Count","SXQ270.Cumulative","SXQ270.Skip.to.Item"
"1","Yes",16,16,NA
"2","No",2954,2970,NA
"7","Refused",1,2971,NA
"9","Don't know",3,2974,NA
".","Missing",1651,4625,NA
