"AUQ136.Code.or.Value","AUQ136.Value.Description","AUQ136.Count","AUQ136.Cumulative","AUQ136.Skip.to.Item"
"1","Yes",1124,1124,NA
"2","No",4259,5383,NA
"7","Refused",2,5385,NA
"9","Don't know",174,5559,NA
".","Missing",3805,9364,NA
