"AUXRR235.Code.or.Value","AUXRR235.Value.Description","AUXRR235.Count","AUXRR235.Cumulative","AUXRR235.Skip.to.Item"
"-49 to 74","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
