"CIQD086.Code.or.Value","CIQD086.Value.Description","CIQD086.Count","CIQD086.Cumulative","CIQD086.Skip.to.Item"
"1","Month",13,13,NA
"2","Past 6 Months",6,19,NA
"3","More than 6 months",3,22,NA
"7","Refuse",0,22,NA
"9","Don't know",0,22,NA
".","Missing",828,850,NA
