"FSD151.Code.or.Value","FSD151.Value.Description","FSD151.Count","FSD151.Cumulative","FSD151.Skip.to.Item"
"1","Yes",1088,1088,NA
"2","No",8966,10054,NA
"7","Refused",5,10059,NA
"9","Don't know",0,10059,NA
".","Missing",116,10175,NA
