"HUQ090.Code.or.Value","HUQ090.Value.Description","HUQ090.Count","HUQ090.Cumulative","HUQ090.Skip.to.Item"
"1","Yes",840,840,NA
"2","No",7391,8231,NA
"7","Refused",2,8233,NA
"9","Don't know",2,8235,NA
".","Missing",1019,9254,NA
