"RHQ390.Code.or.Value","RHQ390.Value.Description","RHQ390.Count","RHQ390.Cumulative","RHQ390.Skip.to.Item"
"15 to 53","Range of Values",176,176,NA
"777","Refused",0,176,NA
"999","Don't know",1,177,NA
".","Missing",3387,3564,NA
