"CBQ535.Code.or.Value","CBQ535.Value.Description","CBQ535.Count","CBQ535.Cumulative","CBQ535.Skip.to.Item"
"1","Yes",1872,1872,""
"2","No",3365,5237,"CBQ545"
"7","Refused",0,5237,"CBQ545"
"9","Don't know",46,5283,"CBQ545"
".","Missing",4688,9971,""
