"AUXLR211.Code.or.Value","AUXLR211.Value.Description","AUXLR211.Count","AUXLR211.Cumulative","AUXLR211.Skip.to.Item"
"-30 to 51","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
