"PAQ540.Code.or.Value","PAQ540.Value.Description","PAQ540.Count","PAQ540.Cumulative","PAQ540.Skip.to.Item"
"1","More active now,",485,485,NA
"2","Less active now, or",2675,3160,NA
"3","About the same?",966,4126,NA
"7","Refused",1,4127,NA
"9","Don't know",3,4130,NA
".","Missing",5148,9278,NA
