"AUXRR235.Code.or.Value","AUXRR235.Value.Description","AUXRR235.Count","AUXRR235.Cumulative","AUXRR235.Skip.to.Item"
"-7 to 36","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
