"ORXH11.Code.or.Value","ORXH11.Value.Description","ORXH11.Count","ORXH11.Cumulative","ORXH11.Skip.to.Item"
"1","Positive",1,1,NA
"2","Negative",4846,4847,NA
"3","Not evaluated",455,5302,NA
".","Missing",0,5302,NA
