"OHQ620.Code.or.Value","OHQ620.Value.Description","OHQ620.Count","OHQ620.Cumulative","OHQ620.Skip.to.Item"
"1","Very often",163,163,NA
"2","Fairly often",231,394,NA
"3","Occasionally",739,1133,NA
"4","Hardly ever, or",1252,2385,NA
"5","Never?",3823,6208,NA
"7","Refused",1,6209,NA
"9","Don't know",4,6213,NA
".","Missing",3091,9304,NA
