"AUDTYL47.Code.or.Value","AUDTYL47.Value.Description","AUDTYL47.Count","AUDTYL47.Cumulative","AUDTYL47.Skip.to.Item"
"0 to 4.25","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
