"RHQ163.Code.or.Value","RHQ163.Value.Description","RHQ163.Count","RHQ163.Cumulative","RHQ163.Skip.to.Item"
"16 to 45","Range of Values",142,142,NA
"777","Refused",0,142,NA
"999","Don't know",1,143,NA
".","Missing",3155,3298,NA
