"SXQ220.Code.or.Value","SXQ220.Value.Description","SXQ220.Count","SXQ220.Cumulative","SXQ220.Skip.to.Item"
"0 to 45","Range of Values",1396,1396,NA
"77777","Refused",0,1396,NA
"99999","Don't know",0,1396,NA
".","Missing",2003,3399,NA
