"AUDTYL37.Code.or.Value","AUDTYL37.Value.Description","AUDTYL37.Count","AUDTYL37.Cumulative","AUDTYL37.Skip.to.Item"
"0 to 1.69","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
