"RHQ180.Code.or.Value","RHQ180.Value.Description","RHQ180.Count","RHQ180.Cumulative","RHQ180.Skip.to.Item"
"12 to 54","Range of Values",1415,1415,NA
"777","Refused",0,1415,NA
"999","Don't know",3,1418,NA
".","Missing",2146,3564,NA
