"AUXRR246.Code.or.Value","AUXRR246.Value.Description","AUXRR246.Count","AUXRR246.Cumulative","AUXRR246.Skip.to.Item"
"-10 to 30","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
