"RFXC119.Code.or.Value","RFXC119.Value.Description","RFXC119.Count","RFXC119.Cumulative","RFXC119.Skip.to.Item"
"-7.555 to 5.787","Range of Values",33684,33684,NA
".","Missing",37,33721,NA
