"AUXRR213.Code.or.Value","AUXRR213.Value.Description","AUXRR213.Count","AUXRR213.Cumulative","AUXRR213.Skip.to.Item"
"-28 to 55","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
