"DBQ360.Code.or.Value","DBQ360.Value.Description","DBQ360.Count","DBQ360.Cumulative","DBQ360.Skip.to.Item"
"1","Yes",2611,2611,""
"2","No",463,3074,"DBD895"
"7","Refused",0,3074,"DBD895"
"9","Don't know",0,3074,"DBD895"
".","Missing",6897,9971,""
