"AUDTYL81.Code.or.Value","AUDTYL81.Value.Description","AUDTYL81.Count","AUDTYL81.Cumulative","AUDTYL81.Skip.to.Item"
"0 to 1.13","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
