"OHQ060.Code.or.Value","OHQ060.Value.Description","OHQ060.Count","OHQ060.Cumulative","OHQ060.Skip.to.Item"
"1","Yes",5273,5273,""
"2","No",3137,8410,"OHQ075"
"7","Refused",5,8415,"OHQ075"
"9","Don't know",5,8420,"OHQ075"
".","Missing",810,9230,""
