"RFXC046.Code.or.Value","RFXC046.Value.Description","RFXC046.Count","RFXC046.Cumulative","RFXC046.Skip.to.Item"
"-8.174 to 5.267","Range of Values",33703,33703,NA
".","Missing",18,33721,NA
