"CIQP12.Code.or.Value","CIQP12.Value.Description","CIQP12.Count","CIQP12.Cumulative","CIQP12.Skip.to.Item"
"1","Yes",3,3,NA
"2","No",6,9,NA
"7","Refused",0,9,NA
"9","Don't know",0,9,NA
".","Missing",841,850,NA
