"RDQ137.Code.or.Value","RDQ137.Value.Description","RDQ137.Count","RDQ137.Cumulative","RDQ137.Skip.to.Item"
"0","None",719,719,NA
"1","1 to 7",171,890,NA
"2","8 to 30",43,933,NA
"3","31 plus",15,948,NA
"7","Refused",0,948,NA
"9","Don't know",2,950,NA
".","Missing",8695,9645,NA
