"AUXLR284.Code.or.Value","AUXLR284.Value.Description","AUXLR284.Count","AUXLR284.Cumulative","AUXLR284.Skip.to.Item"
"-12 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
