"DBQ370.Code.or.Value","DBQ370.Value.Description","DBQ370.Count","DBQ370.Cumulative","DBQ370.Skip.to.Item"
"1","Yes",2950,2950,""
"2","No",183,3133,"DBQ400"
"7","Refused",0,3133,"DBQ400"
"9","Don't know",10,3143,"DBQ400"
".","Missing",7205,10348,""
