"TYXP041.Code.or.Value","TYXP041.Value.Description","TYXP041.Count","TYXP041.Cumulative","TYXP041.Skip.to.Item"
"-35 to 191","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
