"TYXA149.Code.or.Value","TYXA149.Value.Description","TYXA149.Count","TYXA149.Cumulative","TYXA149.Skip.to.Item"
"0.09 to 6.437","Range of Values",3432,3432,NA
".","Missing",2153,5585,NA
