"AUXLR135.Code.or.Value","AUXLR135.Value.Description","AUXLR135.Count","AUXLR135.Cumulative","AUXLR135.Skip.to.Item"
"-68 to 36","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
