"SXQ267.Code.or.Value","SXQ267.Value.Description","SXQ267.Count","SXQ267.Cumulative","SXQ267.Skip.to.Item"
"0 to 50","Range of Values",127,127,NA
"77","Refused",0,127,NA
"99","Don't know",0,127,NA
".","Missing",4930,5057,NA
