"AUXLR242.Code.or.Value","AUXLR242.Value.Description","AUXLR242.Count","AUXLR242.Cumulative","AUXLR242.Skip.to.Item"
"-35 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
