"AUDTYR16.Code.or.Value","AUDTYR16.Value.Description","AUDTYR16.Count","AUDTYR16.Cumulative","AUDTYR16.Skip.to.Item"
"0 to 1.06","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
