"AUXRR213.Code.or.Value","AUXRR213.Value.Description","AUXRR213.Count","AUXRR213.Cumulative","AUXRR213.Skip.to.Item"
"-22 to 71","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
