"AUDTYR38.Code.or.Value","AUDTYR38.Value.Description","AUDTYR38.Count","AUDTYR38.Cumulative","AUDTYR38.Skip.to.Item"
"0 to 1.84","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
