"OHQ566.Code.or.Value","OHQ566.Value.Description","OHQ566.Count","OHQ566.Cumulative","OHQ566.Skip.to.Item"
"1","Yes",283,283,""
"2","No",2364,2647,"OHQ592"
"7","Refused",0,2647,"OHQ592"
"9","Don't know",17,2664,"OHQ592"
".","Missing",6911,9575,""
